"Time [s]"	"Engine RPM"	"Vehicle Speed"	"Timing Advance (Cyl. #1)"	"Absolute Throttle Position"	"Time Since Engine Start"	"Commanded Equivalence Ratio"	
    2021-05-28 18:23:22.234	1195.0	0.0	0.5	18.431371688842773	0.007222222164273262	94.6441650390625	
    2021-05-28 18:23:22.773	1201.5	0.0	0.0	18.431371688842773	0.007499999832361937	93.438720703125	
    2021-05-28 18:23:23.314	1204.0	0.0	1.5	18.039215087890625	0.007499999832361937	96.5576171875	
    2021-05-28 18:23:23.854	1073.5	0.0	20.5	18.823530197143555	0.007777777966111898	93.524169921875	
    2021-05-28 18:23:24.395	1005.0	1.0	18.0	18.823530197143555	0.007777777966111898	97.7386474609375	
    2021-05-28 18:23:24.935	1125.0	2.0	3.5	18.823530197143555	0.008055555634200573	99.2034912109375	
    2021-05-28 18:23:25.475	1170.25	2.0	4.5	18.823530197143555	0.008055555634200573	95.30029296875	
    2021-05-28 18:23:26.015	1162.75	3.0	3.5	18.823530197143555	0.008333333767950535	93.8934326171875	
    2021-05-28 18:23:26.555	1179.75	3.0	2.5	18.823530197143555	0.008333333767950535	92.83447265625	
    2021-05-28 18:23:27.095	1177.5	3.0	4.5	18.823530197143555	0.008611110970377922	94.6502685546875	
    2021-05-28 18:23:27.635	1166.75	4.0	5.0	18.823530197143555	0.008611110970377922	93.3563232421875	
    2021-05-28 18:23:28.172	1175.25	4.0	5.0	18.823530197143555	0.008888889104127884	96.0174560546875	
    2021-05-28 18:23:28.714	1180.25	4.0	2.5	18.823530197143555	0.009166666306555271	94.43359375	
    2021-05-28 18:23:29.254	1191.0	3.0	-0.5	18.823530197143555	0.009166666306555271	92.919921875	
    2021-05-28 18:23:29.763	1240.25	1.0	-5.5	18.823530197143555	0.009444444440305233	97.0428466796875	
    2021-05-28 18:23:30.305	1233.0	0.0	-3.5	18.823530197143555	0.009444444440305233	98.33984375	
    2021-05-28 18:23:31.383	1228.5	0.0	-3.5	18.823530197143555	0.009722222574055195	97.906494140625	
    2021-05-28 18:23:31.925	1241.0	0.0	-5.0	18.823530197143555	0.009999999776482582	99.2950439453125	
    2021-05-28 18:23:32.463	1230.0	0.0	-3.5	18.823530197143555	0.009999999776482582	97.3785400390625	
    2021-05-28 18:23:33.005	1188.75	0.0	5.5	18.431371688842773	0.010277777910232544	96.1151123046875	
    2021-05-28 18:23:33.544	1143.0	0.0	8.0	20.39215660095215	0.010277777910232544	98.8067626953125	
    2021-05-28 18:23:34.083	1361.25	1.0	4.0	21.568628311157227	0.010555555112659931	100.5218505859375	
    2021-05-28 18:23:34.624	1308.75	3.0	11.5	21.176469802856445	0.010555555112659931	97.1405029296875	
    2021-05-28 18:23:35.170	1276.25	5.0	6.5	20.0	0.010833333246409893	101.3031005859375	
    2021-05-28 18:23:35.705	1132.25	7.0	26.0	18.823530197143555	0.010833333246409893	102.86865234375	
    2021-05-28 18:23:36.244	1344.5	8.0	32.5	17.254901885986328	0.011111111380159855	100.689697265625	
    2021-05-28 18:23:36.783	1477.25	9.0	11.0	16.47058868408203	0.011388888582587242	100.030517578125	
    2021-05-28 18:23:37.324	1525.25	9.0	40.0	16.078432083129883	0.011388888582587242	99.505615234375	
    2021-05-28 18:23:37.863	1510.5	9.0	41.5	16.078432083129883	0.011666666716337204	98.9959716796875	
    2021-05-28 18:23:38.402	1503.0	9.0	39.0	16.47058868408203	0.011666666716337204	98.4954833984375	
    2021-05-28 18:23:38.944	1488.0	9.0	20.0	16.86274528503418	0.011944444850087166	97.991943359375	
    2021-05-28 18:23:39.484	1477.25	9.0	17.5	17.254901885986328	0.011944444850087166	96.9146728515625	
    2021-05-28 18:23:40.023	1474.0	9.0	15.5	17.647058486938477	0.012222222052514553	99.578857421875	
    2021-05-28 18:23:40.565	1465.75	9.0	9.0	18.039215087890625	0.012222222052514553	100.2288818359375	
    2021-05-28 18:23:41.105	1502.0	9.0	34.5	18.039215087890625	0.012500000186264515	100.9063720703125	
    2021-05-28 18:23:41.644	1497.25	9.0	14.5	18.039215087890625	0.012500000186264515	99.5849609375	
    2021-05-28 18:23:42.184	1518.75	9.0	34.5	18.431371688842773	0.012777777388691902	98.858642578125	
    2021-05-28 18:23:42.723	1538.5	9.0	17.5	18.431371688842773	0.013055555522441864	98.101806640625	
    2021-05-28 18:23:43.263	1566.75	9.0	27.5	18.431371688842773	0.013055555522441864	96.7498779296875	
    2021-05-28 18:23:43.803	1598.0	10.0	18.5	18.823530197143555	0.013333333656191826	99.334716796875	
    2021-05-28 18:23:44.343	1637.75	10.0	26.5	18.431371688842773	0.013333333656191826	100.152587890625	
    2021-05-28 18:23:44.885	1619.0	10.0	-2.0	23.13725471496582	0.013611110858619213	98.44970703125	
    2021-05-28 18:23:45.425	1648.0	10.0	-5.5	18.039215087890625	0.013611110858619213	101.348876953125	
    2021-05-28 18:23:45.964	1397.25	9.0	2.0	17.647058486938477	0.013888888992369175	99.017333984375	
    2021-05-28 18:23:46.506	1288.0	9.0	4.5	20.39215660095215	0.013888888992369175	99.017333984375	
    2021-05-28 18:23:47.043	1338.0	9.0	20.0	21.960784912109375	0.014166667126119137	102.8106689453125	
    2021-05-28 18:23:47.584	1327.5	10.0	20.5	24.3137264251709	0.014166667126119137	104.69970703125	
    2021-05-28 18:23:48.123	1078.25	12.0	19.0	24.3137264251709	0.014444444328546524	103.277587890625	
    2021-05-28 18:23:48.662	1293.5	14.0	17.0	33.72549057006836	0.014444444328546524	104.7821044921875	
    2021-05-28 18:23:49.204	1460.75	16.0	13.0	25.098039627075195	0.014722222462296486	107.513427734375	
    2021-05-28 18:23:49.744	1623.0	18.0	17.0	20.0	0.014999999664723873	102.5390625	
    2021-05-28 18:23:50.283	1740.0	18.0	24.5	18.823530197143555	0.014999999664723873	101.33056640625	
    2021-05-28 18:23:51.033	1683.0	19.0	-5.5	16.47058868408203	0.015277777798473835	102.16064453125	
    2021-05-28 18:23:51.575	1667.75	18.0	17.5	16.47058868408203	0.015277777798473835	104.998779296875	
    2021-05-28 18:23:52.113	1572.5	17.0	7.5	16.078432083129883	0.015555555932223797	104.998779296875	
    2021-05-28 18:23:52.656	1346.75	14.0	40.0	16.86274528503418	0.015833333134651184	100.0	
    2021-05-28 18:23:53.193	1040.5	12.0	2.0	17.647058486938477	0.015833333134651184	100.0	
    2021-05-28 18:23:53.744	1026.5	11.0	18.5	18.823530197143555	0.016111111268401146	100.8575439453125	
    2021-05-28 18:23:54.274	1024.75	11.0	2.0	22.745098114013672	0.016111111268401146	102.435302734375	
    2021-05-28 18:23:54.813	1165.5	12.0	2.0	32.54901885986328	0.016388889402151108	104.376220703125	
    2021-05-28 18:23:55.354	1282.25	14.0	14.5	35.686275482177734	0.016388889402151108	100.8544921875	
    2021-05-28 18:23:56.016	1493.75	17.0	8.0	39.60784149169922	0.01666666753590107	107.06787109375	
    2021-05-28 18:23:56.735	1643.75	17.0	10.0	74.90196228027344	0.016944443807005882	103.7506103515625	
    2021-05-28 18:23:57.273	1622.75	17.0	11.5	74.90196228027344	0.016944443807005882	100.640869140625	
    2021-05-28 18:23:57.814	1566.25	17.0	12.0	75.29412078857422	0.017222221940755844	97.5311279296875	
    2021-05-28 18:23:58.353	1562.75	17.0	11.5	70.5882339477539	0.017222221940755844	102.044677734375	
    2021-05-28 18:23:59.044	1549.0	17.0	12.0	44.70588302612305	0.017500000074505806	100.3326416015625	
    2021-05-28 18:23:59.793	1511.0	16.0	18.0	22.352941513061523	0.017777778208255768	104.0496826171875	
    2021-05-28 18:24:00.336	1370.0	14.0	3.0	20.39215660095215	0.017777778208255768	99.6368408203125	
    2021-05-28 18:24:00.874	1237.75	13.0	16.5	20.0	0.01805555634200573	97.7874755859375	
    2021-05-28 18:24:01.425	1165.0	11.0	-12.0	17.254901885986328	0.01805555634200573	102.1484375	
    2021-05-28 18:24:01.954	1094.75	9.0	1.0	17.647058486938477	0.018333332613110542	99.139404296875	
    2021-05-28 18:24:02.493	1057.5	9.0	-2.0	16.86274528503418	0.018333332613110542	97.9156494140625	
    2021-05-28 18:24:03.039	1070.75	7.0	0.0	16.86274528503418	0.018611110746860504	97.9156494140625	
    2021-05-28 18:24:03.575	1072.75	6.0	-2.5	16.078432083129883	0.018611110746860504	98.492431640625	
    2021-05-28 18:24:04.173	1010.0	5.0	6.0	15.686274528503418	0.018888888880610466	97.784423828125	
    2021-05-28 18:24:04.924	1044.0	2.0	6.0	17.254901885986328	0.019166667014360428	97.137451171875	
    2021-05-28 18:24:05.494	1193.0	1.0	1.0	16.86274528503418	0.019166667014360428	98.577880859375	
    2021-05-28 18:24:06.032	1172.75	1.0	5.5	16.86274528503418	0.01944444514811039	98.0438232421875	
    2021-05-28 18:24:06.575	1170.25	2.0	3.5	17.254901885986328	0.01944444514811039	97.4334716796875	
    2021-05-28 18:24:07.113	1195.5	1.0	1.5	17.254901885986328	0.019722221419215202	96.8017578125	
